employee_id,department,job_level,age,salary,company_years,career_years,hiring_source,education_level,recently_promoted,distance,work_from_home,travel_frequently,leave
EMP0659,Sales,Mid,44,61744.0,5,9.0,Agency,Secondary,True,21,True,No,False
EMP0231,IT,Mid,34,68375.0,13,14.0,Direct,Undergrad Degree,False,7,False,No,False
EMP0716,Sales,Junior,29,52743.0,5,7.0,Direct,Masters,False,23,False,No,False
EMP0667,HR,Mid,39,89572.0,5,9.0,Agency,,False,25,False,No,False
EMP1461,HR,Junior,20,12122.0,0,1.0,Direct,Undergrad Degree,False,5,False,Yes,False
EMP0538,Sales,Junior,47,40103.0,7,7.0,Direct,Secondary,False,3,True,Yes,False
EMP1254,IT,Junior,22,31028.0,1,1.0,Direct Hire,Undergrad Degree,False,109,True,Yes,False
EMP0482,IT,Senior,29,117634.0,7,8.0,Agency,UG Degree,False,20,True,Yes,False
EMP0490,Finance,Mid,33,63676.0,7,13.0,Agency,Undergrad Degree,False,6,True,Yes,False
EMP0168,Finance,Senior,42,197643.0,19,24.0,Agency,Secondary,True,3,True,No,False
EMP0683,Sales,Mid,27,67829.0,5,8.0,Direct,Undergrad Degree,False,13,False,No,True
EMP0149,HR,Senior,41,141942.0,20,21.0,Direct,Undergrad Degree,False,24,False,No,False
EMP1012,IT,Senior,54,144265.0,2,29.0,Direct,Secondary,False,8,False,Yes,False
EMP1396,Sales,Junior,44,57489.0,1,1.0,Referral,Undergrad Degree,True,3,False,Yes,False
EMP0419,HR,Senior,38,116046.0,8,11.0,Direct,Secondary,False,4,False,Yes,True
EMP1086,HR,Junior,46,30588.0,2,10.0,Direct,Undergrad Degree,False,89,False,Yes,False
EMP1383,Sales,Junior,21,45150.0,1,1.0,Direct,Undergrad Degree,False,48,False,Yes,True
EMP0787,Finance,Junior,39,56828.0,5,11.0,Agency,Secondary,False,9,False,No,False
EMP0622,Sales,Junior,41,54857.0,6,6.0,Direct,Secondary,False,18,True,Yes,False
EMP0822,IT,Junior,55,54229.0,4,7.0,Direct Hire,Secondary,False,13,True,No,False
EMP0227,Sales,Mid,37,73712.0,13,13.0,Agency,Masters,False,5,False,No,False
EMP1130,Sales,Senior,32,157889.0,1,1.0,Direct,Undergrad Degree,False,76,False,No,True
EMP1407,Sales,Junior,18,21828.0,1,1.0,Direct,Undergrad Degree,False,9,True,Yes,True
EMP0877,Sales,Junior,45,50002.0,4,,Agency,Undergrad Degree,False,62,True,No,True
EMP1400,HR,Junior,26,29399.0,1,4.0,Referral,Masters,False,24,False,No,True
EMP0114,HR,Lead,48,216862.0,25,29.0,Direct,Undergrad Degree,False,3,False,Yes,False
EMP0832,Finance,Junior,35,43807.0,4,4.0,Direct,Secondary,False,3,True,Yes,False
EMP0314,IT,Mid,47,64860.0,10,22.0,Direct,Undergrad Degree,False,20,False,N,False
EMP0471,Finance,Junior,41,48994.0,8,14.0,Direct,PhD,True,9,True,Yes,False
EMP0585,Sales,Mid,35,75505.0,6,11.0,Direct,Secondary,False,53,False,Yes,True
EMP1223,Sales,Junior,20,49273.0,1,1.0,Agency,Masters,False,3,False,No,True
EMP1439,Finance,Junior,23,37731.0,0,5.0,Direct,Undergrad Degree,False,62,,Yes,True
EMP0638,Finance,Lead,55,214476.0,5,19.0,Agency,Undergrad Degree,False,46,False,No,False
EMP0694,IT,Mid,43,60525.0,5,17.0,Direct,Secondary,False,3,False,Yes,False
EMP0649,Sales,Senior,57,191603.0,5,30.0,Direct,Undergrad Degree,False,3,True,No,False
EMP0311,Sales,Mid,37,60760.0,10,13.0,Direct,,False,101,True,Yes,False
EMP0189,HR,Junior,47,27895.0,17,23.0,Agency,Secondary,True,9,False,No,False
EMP0214,Sales,Mid,47,68446.0,14,14.0,Agency,Undergrad Degree,False,9,True,Yes,False
EMP0641,IT,Senior,58,111897.0,5,9.0,Direct,Undergrad Degree,False,24,True,No,False
EMP0530,Sales,Junior,26,28105.0,7,7.0,Direct,Undergrad Degree,True,69,True,No,True
EMP1286,IT,Junior,32,57158.0,1,12.0,Direct,Masters,False,15,True,No,True
EMP0210,Finance,Senior,39,165044.0,14,,Direct,Secondary,False,3,True,No,False
EMP0578,IT,Mid,29,61586.0,6,11.0,Agency,PhD,True,3,True,No,False
EMP0378,HR,Mid,29,103079.0,9,11.0,Direct,Undergrad Degree,False,8,True,No,False
EMP0735,Sales,Junior,57,32713.0,5,21.0,Direct,Masters,False,3,True,No,False
EMP1209,Sales,Junior,37,27658.0,1,1.0,Agency,Undergrad Degree,False,4,True,No,False
EMP0843,IT,Junior,56,58293.0,4,19.0,Direct,Undergrad Degree,False,20,False,Yes,False
EMP0446,Finance,Mid,33,66663.0,8,8.0,Agency,Secondary,False,23,False,Yes,False
EMP0625,Sales,Junior,38,40515.0,6,9.0,Direct,Secondary,False,5,False,No,False
EMP0888,Finance,Lead,50,215192.0,3,21.0,Agency,Undergrad Degree,False,10,False,No,False
EMP0648,Finance,Senior,33,137914.0,5,11.0,Agency,Undergrad Degree,False,10,True,Yes,False
EMP1313,Sales,Junior,38,43304.0,1,2.0,Agency,Secondary,True,18,False,No,False
EMP0736,HR,Junior,29,31485.0,5,8.0,Agency,Undergrad Degree,False,21,False,No,False
EMP0258,Sales,Mid,32,97483.0,11,14.0,Agency,Undergrad Degree,True,3,False,No,False
EMP1419,Sales,Mid,27,78645.0,0,7.0,Agency,Undergrad Degree,False,3,False,No,True
EMP0593,Finance,Mid,33,84342.0,6,8.0,Agency,,True,11,True,No,False
EMP0504,Sales,Mid,41,62918.0,7,12.0,Direct,Undergrad Degree,False,44,True,Yes,False
EMP1334,HR,Junior,18,34276.0,1,1.0,Direct,Undergrad Degree,False,31,False,Yes,True
EMP0313,IT,Mid,50,91468.0,10,12.0,Direct,Undergrad Degree,False,4,False,No,False
EMP1161,Sales,Mid,25,69416.0,1,1.0,Direct,Undergrad Degree,False,26,False,Yes,True
EMP0134,Sales,Lead,43,226519.0,21,21.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP0441,Sales,Mid,29,68230.0,8,11.0,Agency,Undergrad Degree,False,16,True,No,False
EMP1435,IT,Junior,36,37034.0,0,3.0,Agency,,False,82,False,No,False
EMP0981,HR,Junior,28,54360.0,3,3.0,Agency,Undergrad Degree,True,10,False,No,False
EMP0851,Sales,Junior,39,37815.0,4,6.0,Direct,Secondary,False,33,True,No,True
EMP1305,HR,Junior,26,30342.0,1,3.0,Referral,Undergrad Degree,False,12,True,No,True
EMP0376,IT,Mid,32,74871.0,9,9.0,Direct,Undergrad Degree,False,5,False,Yes,False
EMP1115,HR,Lead,54,225009.0,1,1.0,Direct,Undergrad Degree,False,3,False,No,True
EMP0479,HR,Senior,31,169779.0,7,12.0,Direct,Masters,False,81,False,No,True
EMP0963,Sales,Junior,24,39766.0,3,3.0,Agency,Masters,False,3,,No,False
EMP1006,HR,Senior,25,118459.0,2,4.0,Direct,,False,38,False,Yes,True
EMP1162,Sales,Mid,28,71408.0,1,1.0,Referral,Undergrad Degree,False,6,False,No,True
EMP1116,HR,Lead,45,221137.0,1,1.0,Direct,Undergrad Degree,False,5,False,No,False
EMP0523,Sales,Mid,45,66059.0,7,8.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP0718,Sales,Junior,35,24215.0,5,5.0,Referral,Undergrad Degree,False,26,False,No,False
EMP0571,HR,Mid,27,80188.0,6,8.0,Direct,Undergrad Degree,False,26,False,No,True
EMP1166,IT,Mid,31,95813.0,1,1.0,Referral,Undergrad Degree,False,3,False,No,False
EMP0806,Finance,Mid,44,74629.0,4,6.0,Agency,Undergrad Degree,False,3,True,No,False
EMP1110,Finance,Lead,52,229836.0,1,1.0,Direct,,True,3,True,No,False
EMP0762,Sales,Junior,28,27301.0,5,7.0,Agency,Secondary,False,16,True,No,True
EMP0255,Finance,Mid,58,73348.0,11,11.0,Direct,Undergrad Degree,False,3,False,Yes,False
EMP1429,IT,Junior,33,55010.0,0,3.0,Agency,Masters,True,10,False,No,False
EMP1142,Sales,Senior,43,161572.0,1,16.0,Direct,Undergrad Degree,False,6,False,Yes,False
EMP0358,Finance,Mid,37,68660.0,9,9.0,Referral,Undergrad Degree,False,10,False,Yes,False
EMP0461,Sales,Junior,38,55842.0,8,11.0,Direct,Secondary,True,100,False,No,False
EMP0508,Sales,Mid,38,86177.0,7,8.0,Direct,Secondary,True,10,True,No,False
EMP0908,Sales,Mid,31,63556.0,3,7.0,Direct,Undergrad Degree,False,106,False,No,True
EMP1304,IT,Junior,29,33709.0,1,1.0,Direct,Undergrad Degree,False,3,False,No,False
EMP1285,HR,Junior,35,24687.0,1,3.0,Direct,,False,3,False,No,False
EMP0355,Sales,Mid,40,63885.0,9,,Referral,Undergrad Degree,False,9,True,Yes,False
EMP1217,Sales,Junior,38,44915.0,1,14.0,Agency,Undergrad Degree,False,3,False,No,True
EMP1406,HR,Junior,36,26656.0,1,4.0,Agency,Undergrad Degree,False,10,False,No,False
EMP1437,Sales,Junior,21,18608.0,0,1.0,Agency,Masters,False,6,True,No,True
EMP1427,Sales,Mid,28,108068.0,0,1.0,Agency,Masters,False,16,False,No,True
EMP0758,HR,Junior,33,52124.0,5,6.0,Referral,Undergrad Degree,False,3,False,Yes,False
EMP0793,HR,Senior,47,116538.0,4,20.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP1031,IT,Junior,40,34872.0,2,2.0,Direct,Undergrad Degree,True,9,False,No,False
EMP0923,Sales,Mid,26,75023.0,3,8.0,Agency,Undergrad Degree,False,101,False,Yes,False
EMP0816,Sales,Mid,45,82715.0,4,16.0,Direct,Undergrad Degree,False,8,True,N,True
EMP0644,HR,Senior,61,160975.0,5,33.0,Direct,Undergrad Degree,False,3,True,Yes,False
EMP1301,Finance,Junior,27,34546.0,1,1.0,Referral,Undergrad Degree,False,4,True,Y,False
EMP1370,Sales,Junior,32,31080.0,1,1.0,Direct Hire,Secondary,False,3,False,Yes,False
EMP0589,Sales,Mid,44,83773.0,6,13.0,Direct,Undergrad Degree,False,3,True,No,True
EMP0801,Finance,Mid,31,109574.0,4,10.0,Agency,Secondary,False,29,,No,False
EMP0527,HR,Mid,40,86098.0,7,10.0,Referral,Secondary,False,3,False,No,False
EMP1309,Sales,Junior,55,27989.0,1,3.0,Direct,Masters,False,3,False,No,True
EMP1087,HR,Junior,30,29310.0,2,2.0,Direct,Masters,False,6,False,No,True
EMP0267,Sales,Junior,38,44800.0,11,11.0,Agency,Secondary,False,3,False,No,False
EMP0937,Sales,Junior,25,27501.0,3,5.0,Referral,PhD,False,3,False,No,True
EMP0950,HR,Junior,22,23756.0,3,3.0,Direct,Secondary,False,3,False,No,True
EMP0390,Sales,Junior,35,55330.0,9,11.0,Direct,,False,23,False,Yes,False
EMP0635,HR,Lead,54,203692.0,5,32.0,Direct,Masters,False,71,True,Yes,False
EMP1100,IT,Junior,45,37779.0,2,9.0,Direct,Secondary,False,3,False,No,False
EMP0558,Sales,Junior,36,49241.0,7,7.0,Direct,Masters,False,96,False,No,True
EMP0387,Finance,Junior,36,41166.0,9,9.0,Direct,Undergrad Degree,False,28,True,No,False
EMP1046,HR,Junior,27,26952.0,2,8.0,Referral,Secondary,False,3,False,No,False
EMP0454,IT,Mid,36,83673.0,8,8.0,Referral,Secondary,False,8,False,No,False
EMP1415,HR,Junior,28,55560.0,1,1.0,Agency,Secondary,False,55,True,No,True
EMP1336,Sales,Junior,25,28661.0,1,,Direct,PhD,False,11,False,Yes,True
EMP1028,IT,Mid,26,102377.0,2,8.0,Direct,Undergrad Degree,False,28,True,No,False
EMP0588,IT,Mid,29,66560.0,6,9.0,Agency,Secondary,False,10,True,Yes,False
EMP1120,Finance,Lead,44,237875.0,1,22.0,Agency,Undergrad Degree,False,9,False,No,False
EMP0424,Sales,Mid,39,100667.0,8,12.0,Direct,Undergrad Degree,False,10,False,No,False
EMP1049,HR,Junior,21,36962.0,2,2.0,Direct,Masters,False,3,False,N,False
EMP1333,Sales,Junior,20,29587.0,1,1.0,Direct,PhD,False,21,False,Yes,True
EMP0838,HR,Junior,32,49899.0,4,9.0,Direct,Undergrad Degree,True,29,True,Yes,False
EMP0886,IT,Lead,60,228655.0,3,31.0,Referral,Undergrad Degree,False,3,,Yes,False
EMP0185,IT,Mid,40,102429.0,17,17.0,Direct,UG Degree,False,102,True,Yes,False
EMP0481,IT,Senior,48,199160.0,7,30.0,Agency,Undergrad Degree,False,3,False,No,False
EMP0678,HR,Mid,40,91484.0,5,12.0,Direct,Undergrad Degree,False,3,False,Yes,False
EMP1174,Sales,Mid,34,64840.0,1,10.0,Agency,Secondary,False,68,False,No,True
EMP0721,IT,Junior,30,44897.0,5,8.0,Agency,Undergrad Degree,False,28,False,No,False
EMP0600,Sales,Junior,26,47834.0,6,,Referral,Secondary,False,5,False,No,False
EMP1331,Sales,Junior,24,39771.0,1,1.0,Direct,Undergrad Degree,True,102,False,No,True
EMP0742,HR,Junior,31,25096.0,5,6.0,Agency,Undergrad Degree,False,15,False,Yes,False
EMP1320,HR,Junior,18,33949.0,1,1.0,Direct,Undergrad Degree,False,8,False,No,True
EMP1203,HR,Mid,37,83142.0,1,13.0,Agency,Secondary,True,3,False,No,False
EMP0497,HR,Mid,39,72446.0,7,7.0,Direct,,False,29,False,Yes,False
EMP0903,Sales,Senior,47,111426.0,3,17.0,Agency,Undergrad Degree,False,10,False,No,False
EMP1066,HR,Junior,33,38026.0,2,4.0,Direct,Secondary,False,3,True,No,False
EMP0242,Sales,Senior,51,166329.0,12,24.0,Agency,Undergrad Degree,False,24,False,No,False
EMP1397,Sales,Junior,18,32117.0,1,1.0,Agency,Undergrad Degree,False,11,False,No,True
EMP0685,Sales,Mid,55,68459.0,5,6.0,Direct,Undergrad Degree,False,19,False,Y,False
EMP1318,IT,Junior,37,29467.0,1,2.0,Direct,Secondary,False,40,True,No,False
EMP0785,IT,Junior,36,34278.0,5,6.0,Direct,Masters,False,3,True,No,False
EMP0934,HR,Junior,29,52680.0,3,7.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0275,Finance,Lead,34,212951.0,10,10.0,Agency,Masters,True,17,True,Y,False
EMP0535,HR,Junior,28,32757.0,7,7.0,Agency,Undergrad Degree,False,3,True,No,True
EMP0417,HR,Senior,32,117861.0,8,9.0,Direct,Masters,False,16,False,Yes,True
EMP0751,HR,Junior,41,57739.0,5,8.0,Agency,Secondary,False,14,True,No,False
EMP0347,HR,Senior,53,164997.0,9,33.0,Direct,Undergrad Degree,False,25,False,Yes,False
EMP0766,Finance,Junior,45,39383.0,5,9.0,Agency,Undergrad Degree,False,20,False,No,False
EMP0233,Sales,Junior,35,55617.0,13,13.0,Direct,Undergrad Degree,False,6,False,Yes,False
EMP1422,Finance,Mid,36,63880.0,-1,8.0,Direct,Undergrad Degree,False,89,False,N,False
EMP1234,HR,Junior,37,31690.0,1,2.0,Direct,Undergrad Degree,False,7,False,No,False
EMP0383,IT,Mid,34,71527.0,9,12.0,Direct,Secondary,False,7,False,Yes,False
EMP1284,IT,Junior,25,28319.0,1,,Direct,Undergrad Degree,False,24,False,No,False
EMP0791,IT,Lead,56,229871.0,4,22.0,Agency,Secondary,False,5,True,Yes,False
EMP1058,IT,Junior,23,38670.0,2,3.0,Direct,Undergrad Degree,True,5,False,No,False
EMP0839,HR,Junior,37,56914.0,4,4.0,Direct,,False,18,False,Yes,False
EMP0871,Sales,Junior,38,26898.0,4,6.0,Direct,Undergrad Degree,False,9,False,Yes,False
EMP0146,Finance,Lead,55,213801.0,20,27.0,Agency,Undergrad Degree,False,3,False,No,False
EMP0611,HR,Junior,34,37548.0,6,6.0,Referral,PhD,False,3,True,No,False
EMP0868,HR,Junior,28,34134.0,4,6.0,Direct,Secondary,False,17,True,No,False
EMP0624,IT,Junior,36,30121.0,6,6.0,Direct,Undergrad Degree,False,14,True,No,False
EMP0726,IT,Junior,25,49819.0,5,5.0,Referral,Undergrad Degree,False,10,True,No,False
EMP1218,IT,Junior,32,30003.0,1,1.0,Agency,Undergrad Degree,True,107,True,No,False
EMP0748,Sales,Junior,31,33982.0,5,5.0,Direct,Secondary,True,3,False,No,False
EMP1051,Finance,Junior,54,49272.0,2,2.0,Direct,Undergrad Degree,False,19,True,Yes,False
EMP1246,IT,Junior,28,29539.0,1,1.0,Referral,Masters,False,80,False,No,False
EMP0765,Sales,Junior,37,57514.0,5,6.0,Referral,Undergrad Degree,False,11,False,No,False
EMP1170,Sales,Mid,30,70945.0,1,5.0,Direct,Secondary,True,33,False,No,True
EMP0292,Sales,Senior,47,119381.0,10,10.0,Agency,UG Degree,True,3,False,Yes,False
EMP0614,Sales,Junior,30,29157.0,6,9.0,Direct,Undergrad Degree,False,15,False,Yes,False
EMP0235,IT,Junior,33,49850.0,13,14.0,Direct,Undergrad Degree,False,7,False,No,False
EMP0531,Sales,Junior,34,59891.0,7,12.0,Referral,Undergrad Degree,False,3,False,No,False
EMP0406,Sales,Senior,31,148451.0,8,8.0,Agency,Undergrad Degree,True,3,False,No,False
EMP1010,Sales,Senior,51,122551.0,2,17.0,Direct,Undergrad Degree,False,24,False,Yes,True
EMP0102,HR,Senior,57,162533.0,31,,Agency,Secondary,False,8,False,No,False
EMP1143,Sales,Senior,46,119539.0,1,24.0,Agency,Undergrad Degree,False,79,False,No,False
EMP0328,Sales,Junior,38,47967.0,10,10.0,Referral,Secondary,True,3,False,No,False
EMP1421,Sales,Mid,43,64611.0,0,7.0,Referral,Secondary,False,13,False,No,False
EMP0639,Sales,Lead,49,238014.0,5,28.0,Direct,Undergrad Degree,True,26,False,Yes,False
EMP1147,IT,Senior,33,114116.0,1,11.0,Direct,Undergrad Degree,False,5,False,No,False
EMP0920,IT,Mid,35,80597.0,3,8.0,Direct,Secondary,False,4,True,No,False
EMP1212,Sales,Junior,30,52797.0,1,1.0,Direct,Masters,True,24,False,No,False
EMP0164,HR,Senior,47,158206.0,19,24.0,Direct,Secondary,False,3,True,No,False
EMP0478,Finance,Senior,40,115378.0,7,10.0,Agency,Secondary,True,6,True,No,False
EMP0192,IT,Senior,35,130318.0,16,16.0,Direct,Secondary,False,3,False,No,True
EMP0966,Sales,Junior,39,51443.0,3,8.0,Agency,Masters,False,16,False,No,False
EMP0305,Sales,Mid,56,64706.0,10,13.0,Direct,Secondary,False,20,False,No,False
EMP0374,Sales,Mid,41,107548.0,9,16.0,Direct,Secondary,False,21,False,Yes,True
EMP0501,HR,Mid,33,69911.0,7,7.0,Agency,Secondary,False,79,True,Yes,False
EMP1354,Sales,Junior,18,24764.0,1,1.0,Agency,Secondary,False,10,False,Yes,True
EMP0904,HR,Mid,37,66091.0,3,14.0,Direct,Undergrad Degree,False,16,False,No,False
EMP1353,Sales,Junior,18,29905.0,1,1.0,Agency,Masters,False,93,False,No,True
EMP0360,Finance,Mid,33,79102.0,9,9.0,Agency,Secondary,False,5,False,Yes,False
EMP0658,IT,Mid,30,100492.0,5,5.0,Direct,Undergrad Degree,False,10,True,Yes,False
EMP0887,Sales,Lead,51,210256.0,3,22.0,Referral,Undergrad Degree,False,28,False,No,False
EMP0653,Sales,Senior,51,132416.0,5,23.0,Direct,Undergrad Degree,False,7,False,Yes,False
EMP0261,Sales,Mid,32,88404.0,11,13.0,Direct,Undergrad Degree,False,7,False,Yes,False
EMP1453,IT,Junior,22,14896.0,0,2.0,Direct,Undergrad Degree,False,15,True,No,False
EMP1037,Sales,Junior,24,33444.0,2,5.0,Referral,Secondary,False,6,True,No,False
EMP1098,Sales,Junior,24,57716.0,2,3.0,Direct,Undergrad Degree,False,3,True,No,True
EMP0933,IT,Junior,27,35969.0,3,4.0,Referral,Secondary,False,3,False,No,True
EMP0869,Finance,Junior,35,27326.0,4,9.0,Direct,Secondary,False,3,False,No,False
EMP0972,Sales,Junior,36,47208.0,3,6.0,Referral,Undergrad Degree,False,3,True,No,False
EMP0706,IT,Mid,37,68759.0,5,6.0,Agency,Secondary,False,18,False,No,False
EMP0998,HR,Junior,39,48087.0,3,4.0,Direct,Undergrad Degree,False,3,True,No,False
EMP0632,HR,Lead,50,233093.0,5,30.0,Direct,Secondary,False,3,True,Yes,False
EMP1238,Sales,Junior,29,32801.0,1,1.0,Direct,Undergrad Degree,True,3,False,No,True
EMP1211,HR,Junior,34,26963.0,1,,Direct,Secondary,True,3,True,Yes,False
EMP0973,IT,Junior,23,28301.0,3,3.0,Agency,Secondary,True,5,False,No,False
EMP1426,IT,Mid,43,62590.0,0,13.0,Direct,Undergrad Degree,True,91,False,No,False
EMP0301,Finance,Mid,37,88422.0,10,11.0,Direct,Undergrad Degree,True,8,,No,False
EMP1150,Sales,Senior,59,162551.0,1,29.0,Direct,Undergrad Degree,False,29,False,Yes,False
EMP0196,HR,Junior,47,55579.0,16,22.0,Direct,Undergrad Degree,False,41,False,Yes,False
EMP0511,Finance,Mid,33,73313.0,7,7.0,Direct,Undergrad Degree,False,92,False,No,True
EMP1311,Finance,Junior,42,59265.0,1,8.0,Agency,Secondary,False,16,False,No,False
EMP0407,Sales,Senior,31,142289.0,8,8.0,Direct,Undergrad Degree,False,8,True,No,False
EMP1404,Sales,Junior,23,28625.0,1,3.0,Direct,Undergrad Degree,False,25,False,No,True
EMP1220,IT,Junior,31,33098.0,1,1.0,Agency,Undergrad Degree,False,6,False,Yes,False
EMP1398,Sales,Junior,23,13829.0,1,3.0,Agency,Undergrad Degree,False,55,False,No,True
EMP0167,Finance,Senior,47,110645.0,19,26.0,Direct,Undergrad Degree,False,6,False,No,False
EMP1327,Sales,Junior,21,25640.0,1,1.0,Direct,Masters,False,17,False,No,True
EMP0820,HR,Junior,30,29477.0,4,7.0,Direct,Undergrad Degree,False,7,False,No,False
EMP0859,IT,Junior,35,26465.0,4,11.0,Direct,Masters,False,7,True,No,True
EMP0957,HR,Junior,39,27976.0,3,3.0,Direct,Undergrad Degree,False,3,,No,True
EMP0304,Sales,Mid,47,90945.0,10,12.0,Direct,Masters,False,3,True,No,False
EMP1060,IT,Junior,50,29886.0,2,17.0,Referral,Undergrad Degree,True,16,False,No,False
EMP0259,Sales,Mid,36,65005.0,11,11.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0577,Finance,Mid,40,64482.0,6,6.0,Direct,Undergrad Degree,False,7,True,No,False
EMP0352,HR,Mid,47,70149.0,9,16.0,Direct Hire,Undergrad Degree,False,5,False,No,False
EMP1054,Finance,Junior,33,48043.0,2,4.0,Direct,Undergrad Degree,True,29,False,No,False
EMP0502,Sales,Mid,47,71919.0,7,7.0,Direct,Undergrad Degree,False,5,True,No,False
EMP0399,HR,Junior,42,39892.0,9,12.0,Direct,Undergrad Degree,True,24,True,No,False
EMP0161,Sales,Lead,41,209945.0,19,20.0,Direct,Masters,False,13,False,Yes,False
EMP0955,Sales,Junior,35,40533.0,3,7.0,Referral,Undergrad Degree,False,13,True,Yes,False
EMP1363,Finance,Junior,42,55831.0,1,7.0,Direct,Undergrad Degree,False,12,False,Yes,False
EMP0723,Sales,Junior,27,33338.0,5,9.0,Direct Hire,Undergrad Degree,False,19,False,No,True
EMP1062,Sales,Junior,52,47188.0,2,3.0,Direct,Undergrad Degree,False,8,True,No,False
EMP1042,Sales,Junior,26,45307.0,2,6.0,Agency,Secondary,False,3,True,No,True
EMP0714,Sales,Junior,51,55448.0,5,5.0,Direct,Undergrad Degree,False,11,True,No,False
EMP0533,HR,Junior,33,29370.0,7,7.0,Referral,Secondary,False,3,True,Yes,False
EMP0346,IT,Senior,56,133133.0,9,17.0,Referral,,False,19,False,Yes,False
EMP0927,Sales,Junior,34,33805.0,3,7.0,Agency,Secondary,False,3,False,Yes,False
EMP1339,Sales,Junior,37,14946.0,1,1.0,Agency,Secondary,False,3,False,No,False
EMP0680,HR,Mid,33,60156.0,5,7.0,Direct,,True,8,True,No,False
EMP0464,Sales,Junior,50,29131.0,8,11.0,Direct,Secondary,False,15,False,No,False
EMP0500,Sales,Mid,33,72028.0,7,10.0,Agency,Secondary,False,7,True,No,False
EMP1224,Sales,Junior,18,27839.0,1,1.0,Agency,Undergrad Degree,False,21,False,No,True
EMP0613,Sales,Junior,35,44231.0,6,6.0,Agency,Secondary,False,3,True,No,False
EMP0198,IT,Senior,36,123412.0,15,15.0,Direct,,False,9,True,No,False
EMP0681,Finance,Mid,43,107192.0,5,13.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0219,HR,Senior,44,166376.0,13,20.0,Agency,Undergrad Degree,False,6,True,No,False
EMP0551,IT,Junior,28,41474.0,7,10.0,Direct,Undergrad Degree,False,7,False,Yes,False
EMP1018,Finance,Mid,47,96468.0,2,4.0,Direct,Undergrad Degree,False,26,False,Yes,False
EMP1180,Sales,Mid,22,61463.0,1,1.0,Agency,Masters,False,29,False,No,True
EMP0722,Sales,Junior,32,46345.0,5,9.0,Agency,Undergrad Degree,False,5,True,No,False
EMP0459,Sales,Junior,41,49976.0,8,8.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1243,Finance,Junior,32,24905.0,1,1.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1362,Sales,Junior,21,26183.0,1,1.0,Direct,Undergrad Degree,False,53,False,No,True
EMP0757,IT,Junior,42,33277.0,5,13.0,Direct,Undergrad Degree,True,3,True,No,False
EMP0223,Finance,Senior,49,149141.0,13,15.0,Direct,Masters,False,3,False,No,False
EMP0739,Sales,Junior,42,27956.0,5,7.0,Direct,Undergrad Degree,False,9,True,No,False
EMP0854,IT,Junior,41,27909.0,4,,Direct,Undergrad Degree,False,3,False,No,False
EMP0543,HR,Junior,54,26957.0,7,14.0,Direct,Undergrad Degree,False,6,False,No,False
EMP1128,Finance,Senior,40,153864.0,1,1.0,Direct,Undergrad Degree,True,15,True,No,False
EMP0217,Finance,Mid,43,75727.0,14,15.0,Direct,Undergrad Degree,True,10,False,No,False
EMP1072,Sales,Junior,28,40998.0,2,7.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0476,Sales,Senior,38,123030.0,7,15.0,Direct,Secondary,False,3,False,No,False
EMP1104,HR,Junior,41,50380.0,2,10.0,Direct,Undergrad Degree,False,20,False,No,False
EMP0925,Sales,Mid,42,60409.0,3,6.0,Agency,Undergrad Degree,False,9,False,No,False
EMP0804,Sales,Mid,30,66215.0,4,4.0,Agency,Masters,False,84,False,No,False
EMP0469,Finance,Junior,34,56100.0,8,9.0,Referral,Undergrad Degree,False,9,False,No,False
EMP0707,Finance,Junior,37,49446.0,5,9.0,Direct,UG Degree,False,94,False,No,True
EMP1343,HR,Junior,34,58691.0,1,1.0,Direct,,False,31,False,Yes,True
EMP0250,IT,Senior,40,136665.0,11,11.0,Direct,Undergrad Degree,False,15,False,Yes,False
EMP1247,HR,Junior,23,24796.0,1,1.0,Direct,Secondary,False,48,False,No,True
EMP0763,IT,Junior,27,35781.0,5,5.0,Agency,Secondary,False,3,False,No,False
EMP0776,Sales,Junior,26,34426.0,5,5.0,Direct,Undergrad Degree,False,18,False,No,False
EMP0512,HR,Mid,37,92280.0,7,7.0,Direct,Undergrad Degree,False,16,False,No,False
EMP0308,Sales,Mid,53,66545.0,10,15.0,Referral,Secondary,False,103,True,Yes,False
EMP0389,Finance,Junior,30,46264.0,9,9.0,Direct,Undergrad Degree,False,20,False,No,False
EMP0546,Sales,Junior,41,55323.0,7,7.0,Direct,Undergrad Degree,False,3,False,No,False
EMP0876,IT,Junior,45,28418.0,4,8.0,Agency,Undergrad Degree,False,3,False,No,False
EMP1118,IT,Lead,44,222800.0,1,22.0,Direct,Undergrad Degree,False,5,True,No,False
EMP0719,IT,Junior,29,57455.0,5,6.0,Referral,PhD,False,8,False,No,False
EMP0805,Sales,Mid,35,84337.0,4,4.0,Referral,Undergrad Degree,False,8,True,Yes,False
EMP0586,Sales,Mid,27,80150.0,6,8.0,Direct,Undergrad Degree,False,26,True,No,True
